conceptId,term,RecordDate,code_list,cond_code,cond_description,cond_short,cond_abbreviation,icd10
191937000,"Nondependent mixed drug abuse, episodic",20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NC
102831000119104,Paraplegia or paraparesis as sequela of stroke,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,#NEW
109962001,Diffuse non-Hodgkin's lymphoma,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C839
1511000119107,Diabetic peripheral neuropathy associated with type II diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E114D
237620003,Abnormal metabolic state in diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E126
65340007,Aneurysm of heart,20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,I211
706894000,Retinopathy due to unstable diabetes mellitus type 1 (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E103D
7200002,Alcoholism,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,P043
187692001,Malignant tumor of epipharynx,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C118
201780002,Rheumatoid arthritis of subtalar joint,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M052
46975003,Cocaine-induced organic mental disorder,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F142
74934004,Psychoactive substance-induced organic withdrawal,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F124
56165008,Diverticulitis of small intestine,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,K570
56165008,Diverticulitis of small intestine,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,K571
312912001,Diabetic macular edema,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E103D
417677008,O/E - sight threatening diabetic retinopathy (context-dependent category),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O249
267383000,Diabetes mellitus with peripheral circulatory disorder,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,I792A
85919009,Disease of intestine,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,K629
290221007,Intentional narcotic poisoning,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,T406
427943001,Diabetic ophthalmoplegia (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E123D
66344007,Recurrent major depression,20201104,cam_cprdcam_dep152_mc_v1_1_oct2018_snomedct,dep152,Depression,Depression,DEP,F338
442057004,Chronic depressive personality disorder,20201104,cam_cprdcam_dep152_mc_v1_1_oct2018_snomedct,dep152,Depression,Depression,DEP,F338
363378008,Malignant tumor of major salivary gland,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C080
201252003,Mixed diabetic ulcer - foot,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E125
401008002,Difficulty hearing with background noise (finding),20201104,cam_cprdcam_hel157_mc_v1_1_oct2018_snomedct,hel157,Hearing loss,Hearing loss,HL,H918
399992009,Erythroderma (disorder),20201104,cam_cprdcam_pso171_mc_v1_1_oct2018_snomedct,pso171,Psoriasis or eczema,Psoriasis or eczema,PSO,L539
442365008,Liveborn born in hospital by caesarean section,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,Z380
35919005,Pervasive developmental disorder,20201104,cam_cprdcam_lea163_mc_v1_1_oct2018_snomedct,lea163,Learning disability,Learning disability,LD,F843
2243000,Hypercalcemia due to hyperthyroidism,20201104,cam_cprdcam_thy179_mc_v1_1_oct2018_snomedct,thy179,Thyroid disorders,Thyroid disorders,THY,E050
34694006,Pre-existing hypertension complicating AND/OR reason for care during childbirth,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O102
426590003,"Drug abuse, continuous (disorder)",20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F101
34486009,Hyperthyroidism,20201104,cam_cprdcam_thy179_mc_v1_1_oct2018_snomedct,thy179,Thyroid disorders,Thyroid disorders,THY,E051
193349004,Preproliferative diabetic retinopathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O249D
363463000,Malignant tumour of conjunctiva,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C690
11387009,Psychoactive substance-induced organic mental disorder,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F126
736993008,Nephropathy following eclampsia (disorder),20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O94X
1085891000119100,Rectal haemorrhage due to Crohn's disease of small intestine,20201104,cam_cprdcam_ibd160_mc_v1_1_oct2018_snomedct,ibd160,Inflammatory bowel disease,Inflammatory bowel disease,IBD,K500
15960141000119102,coronary_heart_disease_not_otherwise_specified,"",cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,I201
255073006,"Malignant tumor of ear, nose and throat",20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,#HLT
724992007,Epileptic dementia,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,F03X
187803004,Malignant neoplasm of perinephric tissue,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C480
400047006,Peripheral vascular disease (disorder),20201104,cam_cprdcam_pvd168_mc_v1_1_oct2018_snomedct,pvd168,Peripheral vascular disease,Peripheral vascular disease,PVD,I739D
69746005,Hemolytic anemia associated with systemic lupus erythematosus,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M329
33248009,Diabetes with non-ketotic non-hyperosmolar coma,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E100
429457004,Systolic essential hypertension (disorder),20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O13X
441526008,Infarct of cerebrum due to iatrogenic cerebrovascular accident,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,Y639
187740000,Malignant tumor of pyloric antrum,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C163
277545003,T-cell chronic lymphocytic leukaemia,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M9823/3
430947007,Paralytic syndrome of nondominant side as late effect of stroke (disorder),20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I698
65120008,Generalized convulsive epilepsy,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,G403
72061000119104,Osteomyelitis due to type 2 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,M868
71701000119105,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,N189
73211009,Diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E110
73211009,Diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E102
190387006,Type 2 diabetes mellitus with neurological complications,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E114D
314828009,Epilepsy control poor,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,#NIS
187997005,Malignant neoplasm of connective and soft tissue of thumb,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C491
414910007,O/E - right eye stable treated proliferative diabetic retinopathy (context-dependent category),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,#NC
710744005,Family education about delirium (situation),20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,Z710
2291000119105,Family history of malignant neoplasm of ovary in second degree relative (situation),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,Z804
69482004,Korsakoff's psychosis,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,F156
11061003,Psychoactive substance use disorder,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F104
191466007,Arteriosclerotic dementia with depression,20201104,cam_cprdcam_dep152_mc_v1_1_oct2018_snomedct,dep152,Depression,Depression,DEP,#NC
281350007,Arthritis secondary to hematological malignancy,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M361A
238982009,Diabetic dermopathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E106
109980005,Malignant immunoproliferative disease (clinical),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C883
201767000,Rheumatoid arthritis of sternoclavicular joint,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M051
433450000,Family history of non-Hodgkin's lymphoma (situation),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,Z807
128404006,Right heart failure,20201104,cam_cprdcam_hef158_mc_v1_1_oct2018_snomedct,hef158,Heart failure,Heart failure,HF,I500
192813004,Cerebral degeneration due to cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I675
201768005,Rheumatoid arthritis of acromioclavicular joint,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M051D
247803002,Seasonal affective disorder,20201104,cam_cprdcam_dep152_mc_v1_1_oct2018_snomedct,dep152,Depression,Depression,DEP,F311
399875001,Non-high-risk proliferative diabetic retinopathy with clinically significant macular edema (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E143D
54181000,Diabetes-nephrosis syndrome,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E132D
190368000,Type I diabetes mellitus with ulcer,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O240
197269008,Acute necrosis of liver,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,K704
433228003,Deformity of foot due to rheumatoid arthritis (finding),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M053
448233000,Malignant neoplasm of urinary organ (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C670
65547006,Acute myocardial infarction of inferolateral wall,20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,I211
472970003,History of diabetes mellitus type 1 (situation),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,#NC
363390005,Malignant tumour of palate,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C058
428281000,Malignant neoplasm of bone (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C400
111479008,Organic mental disorder,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,T412D
111479008,Organic mental disorder,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,T528D
111479008,Organic mental disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,T532D
111479008,Organic mental disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,B561D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,F066D
14223005,Esophageal varices without bleeding,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,I859
41040004,Complete trisomy 21 syndrome,20201104,cam_cprdcam_lea163_mc_v1_1_oct2018_snomedct,lea163,Learning disability,Learning disability,LD,Q900
1201005,Benign essential hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O11X
1201005,Benign essential hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I131
93194002,Malignant lymphoma of lymph nodes of axilla AND/OR upper limb,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C852
231485007,Post-schizophrenic depression,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F204
232021008,Proliferative diabetic retinopathy new vessels on disc,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H360A
190408004,Malnutrition-related diabetes mellitus with ophthalmic complications,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H360A
290220008,Accidental narcotic poisoning,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,T406
441735003,Sensory disorder as a late effect of cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I698
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O241
118600007,Lymphoma (clinical),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C820
127014009,Diabetic peripheral angiopathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O244D
408940009,Tobacco abuse prevention management (procedure),20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NIS
408287009,Type 1 diabetes mellitus with exudative maculopathy (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H360A
201766009,Rheumatoid arthritis of shoulder,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M064
171183004,Diabetes mellitus screening,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,#NIS
52201006,Internal capsule hemorrhage,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I610
201723002,Diabetic hand syndrome,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243D
237621004,Diabetic severe hyperglycemia,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E146
237621004,Diabetic severe hyperglycemia,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E149
195210002,Anterior cerebral artery syndrome,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I661D
200687002,Cellulitis in diabetic foot,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,L031
57686001,Emphysematous bleb of lung,20201104,cam_cprdcam_cop151_mc_v1_1_oct2018_snomedct,cop151,COPD,COPD,COPD,J984
421847006,Ketoacidotic coma in type II diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E110
90781000119102,Microalbuminuria due to type 2 diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,R80XD
363439008,Malignant tumour of soft tissue of head,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C490
